atlas_file,atlas_version,tissue,cell_type_path,gene,polarity,species,state,target_status,source_type,source_name,pmid,doi,url,source_record_id,source_record_url,evidence_locator,curator,verified_at,curator_notes
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,cancer_associated_fibroblast,PTPRC,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M1,CD68,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M1,NOS2,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M1,IL1B,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M1,TNF,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M1,CXCL10,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M1,CD163,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M1,MRC1,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M2,CD68,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M2,CD163,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M2,MRC1,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M2,IL10,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M2,TGFB1,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M2,VEGFA,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M2,NOS2,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,tumor_associated_macrophage_M2,IL1B,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,regulatory_T_cell_tumor,FOXP3,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,regulatory_T_cell_tumor,IL2RA,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,regulatory_T_cell_tumor,CTLA4,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,regulatory_T_cell_tumor,IKZF2,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,regulatory_T_cell_tumor,TIGIT,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,regulatory_T_cell_tumor,IL7R,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,regulatory_T_cell_tumor,SELL,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,myeloid_derived_suppressor_cell,S100A8,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,myeloid_derived_suppressor_cell,S100A9,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,myeloid_derived_suppressor_cell,ARG1,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,myeloid_derived_suppressor_cell,NOS2,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,myeloid_derived_suppressor_cell,IL4I1,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,myeloid_derived_suppressor_cell,CD3E,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,myeloid_derived_suppressor_cell,CD19,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,myeloid_derived_suppressor_cell,NKGN7,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,exhausted_T_cell,PDCD1,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,exhausted_T_cell,HAVCR2,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,exhausted_T_cell,LAG3,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,exhausted_T_cell,TOX,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,exhausted_T_cell,TCF7,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,exhausted_T_cell,IL7R,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,exhausted_T_cell,SELL,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,exhausted_T_cell,TCF7,negative,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,radial_glia,SOX2,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,radial_glia,PAX6,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,radial_glia,HES1,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,radial_glia,VIM,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,radial_glia,NOTCH1,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,radial_glia,NEUROD1,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,radial_glia,DCX,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,radial_glia,MAP2,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,intermediate_progenitor,TBR2,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,intermediate_progenitor,EOMES,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,intermediate_progenitor,SOX2,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,intermediate_progenitor,HES6,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,intermediate_progenitor,PAX6,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,intermediate_progenitor,NEUROD1,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,intermediate_progenitor,DCX,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,migrating_neuroblast,DCX,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,migrating_neuroblast,TUBB3,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,migrating_neuroblast,STMN2,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,migrating_neuroblast,CRMP1,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,migrating_neuroblast,MAP2,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,migrating_neuroblast,SYN1,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,migrating_neuroblast,NEFL,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,microglia_developing,CX3CR1,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,microglia_developing,TMEM119,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,microglia_developing,P2RY12,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,microglia_developing,CSF1R,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,microglia_developing,APOE,positive,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,microglia_developing,CD3E,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,microglia_developing,CD19,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,developing_brain,microglia_developing,OLIG2,negative,human;mouse,developmental,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,inflammatory_macrophage,CD68,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,inflammatory_macrophage,IL1B,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,inflammatory_macrophage,TNF,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,inflammatory_macrophage,IL6,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,inflammatory_macrophage,CCL2,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,inflammatory_macrophage,CXCL8,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,inflammatory_macrophage,CD163,negative,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,inflammatory_macrophage,MRC1,negative,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,inflammatory_macrophage,IL10,negative,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,plasma_cell_inflamed,CD38,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,plasma_cell_inflamed,MZB1,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,plasma_cell_inflamed,JCHAIN,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,plasma_cell_inflamed,IGLL5,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,plasma_cell_inflamed,SDC1,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,plasma_cell_inflamed,CD19,negative,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,plasma_cell_inflamed,MS4A1,negative,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,plasma_cell_inflamed,CD27,negative,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,activated_fibroblast,ACTA2,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,activated_fibroblast,COL1A1,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,activated_fibroblast,COL3A1,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,activated_fibroblast,FN1,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,activated_fibroblast,MMP2,positive,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,activated_fibroblast,PECAM1,negative,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,inflamed_tissue,activated_fibroblast,PTPRC,negative,human;mouse,inflamed,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD4_T_cell,CD3E,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD4_T_cell,CD4,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD4_T_cell,IL2RA,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD4_T_cell,CD69,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD4_T_cell,CD40LG,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD4_T_cell,ICOS,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD4_T_cell,FOXP3,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD4_T_cell,CXCR5,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD8_T_cell,CD3E,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD8_T_cell,CD8A,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD8_T_cell,GZMB,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD8_T_cell,PRF1,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD8_T_cell,IFNG,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD8_T_cell,CD69,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD8_T_cell,CD4,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD8_T_cell,FOXP3,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,activated_CD8_T_cell,PDCD1,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,germinal_center_B_cell,CD19,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,germinal_center_B_cell,MS4A1,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,germinal_center_B_cell,BCL6,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,germinal_center_B_cell,AICDA,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,germinal_center_B_cell,CXCR4,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,germinal_center_B_cell,LMO2,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,germinal_center_B_cell,CD27,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,germinal_center_B_cell,SDC1,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,germinal_center_B_cell,MZB1,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,NK_cell_activated,NKGN7,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,NK_cell_activated,NCR1,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,NK_cell_activated,KLRD1,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,NK_cell_activated,GZMB,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,NK_cell_activated,PRF1,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,NK_cell_activated,IFNG,positive,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,NK_cell_activated,CD3E,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,NK_cell_activated,CD4,negative,human;mouse,activated,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,immune_activation,NK_cell_activated,CD8A,negative,human;mouse,activated,,,,,,,,,,,,
